id,text,used
94,デート代を「今日は俺が」「次は私が」って自然に言える関係が理想的。毎回割り勘も、毎回奢りも、どっちも不健全。お互いが相手を思いやって、バランス取れる関係が長続きする。お金の問題って些細なようで重要。価値観が合わないと後々大きな問題になる。早めに確認しておいた方がいいよ。,False
95,恋人の条件として「タバコ吸わない人」って言うと心が狭いみたいに言われるけど、それ普通の条件だから。健康被害もあるし、臭いも気になる。自分の好みをはっきり言うことは悪いことじゃない。妥協して付き合っても、結局我慢できなくなる。最初から条件に合う人を探した方が、お互いのためだよ。,False
96,別れた後すぐ新しい恋人作る人いるけど、それリバウンドの可能性高い。心の整理ついてないまま次行っても、同じ失敗繰り返す。一人の時間を恐れずに、しっかり自分と向き合うことが大事。次はもっといい恋愛するために、今は充電期間だと思って。焦らなくても、準備ができたら素敵な人が現れるから。,False
97,彼氏が他の女と連絡取ってるの見つけた時、問い詰めるべきか悩むよね。でも疑いを抱えたまま付き合い続けるのは地獄。正直に気持ちを伝えて、話し合うべき。それで関係が終わるなら、それまでの関係だったってこと。信頼関係なしに恋愛は成立しない。疑い続けるより、真実と向き合う勇気を持とう。,False
98,恋愛において妥協は必要だけど、譲れない部分まで妥協したらダメ。価値観の違いは乗り越えられても、人としての在り方が合わない相手とは無理。暴力、浮気、嘘、これらを許したらあなたの人生が壊れる。小さなことは目をつぶっても、大事な部分は絶対に譲らない。そのラインを明確にしておくことが大切。,False
99,友達の彼氏を好きになっちゃった時の葛藤、めちゃくちゃ辛いよね。でも友情と恋愛、どっちも失う可能性が高い。一時の感情で大切なものを失わないで。その恋は本物？それとも手に入らないから燃え上がってるだけ？冷静に考えて、本当に価値があるか判断して。友情は恋愛より長く続くことが多いから。,False
100,「彼女なら〇〇するべき」みたいな固定観念持ってる男多すぎ。料理上手じゃなきゃダメ、家事完璧じゃなきゃダメ、そんなの昭和の価値観。今は令和だよ？お互いができることをやって、支え合うのが現代の恋愛。古い価値観押し付けてくる男とは、幸せな未来は築けない。時代に合った考え方ができる人を選ぼう。,False
101,恋愛相談してくる男友達が実は自分のこと好きだったパターン、あるあるだよね。相談という名目で距離縮めようとしてる。でも恋愛相談される時点で、恋愛対象として見られてないこと気づいてほしい。友達として大切だけど、恋愛は別。変に期待持たせるより、はっきりさせた方がお互いのため。友情は友情、恋愛は恋愛で分けて考えよう。,False
102,彼氏の収入に文句言う女いるけど、それなら自分で稼げばいいじゃん。相手の経済力に依存する考えは危険。自分でも稼げる力があれば、対等な関係築ける。お金目当てで付き合っても、愛がなければ続かない。大切なのは一緒に頑張れるかどうか。お金じゃなくて、人柄で選んだ方が幸せになれるよ。,False
103,元カレと友達でいようとする人いるけど、それ無理があるよ。どちらかに未練があったり、新しい恋人ができたら気まずくなる。きれいさっぱり関係を断つ方が、お互い前に進める。中途半端な関係は、新しい恋愛の邪魔になるだけ。過去は過去として区切りをつけて、新しいスタート切ろう。,False
104,ダブルデートとか友達カップルと一緒に遊ぶの楽しいけど、比較しちゃうと辛くなる。向こうの方がラブラブに見えたり、プレゼント豪華だったり。でも見えてる部分が全てじゃない。どのカップルも問題抱えてる。他人と比較するより、自分たちのペースで関係築いていけばいい。比較は幸せを奪うだけだよ。,False
105,恋愛において年齢差を気にする人多いけど、大事なのは年齢じゃなくて精神年齢。20代でも大人な人いるし、40代でも子供な人いる。年齢だけで判断して、良い出会い逃すのもったいない。価値観が合って、一緒にいて心地よければ、年齢なんて関係ない。固定観念に縛られず、柔軟に考えることも大切。,False
106,告白のタイミング逃して後悔してる人多い。でも遅すぎることはないよ。今からでも気持ち伝えてみて。振られるかもしれないけど、言わないで後悔するより100倍マシ。勇気出して告白することで、どんな結果でも前に進める。タイミングなんて待ってたら一生来ない。今がそのタイミングだと思って行動しよう。,False
107,彼氏のことを友達に愚痴りまくる人いるけど、それやめた方がいい。友達はあなたの味方だから、彼氏の印象悪くなる一方。仲直りしても、友達の中では悪いイメージが残る。愚痴るより、彼と直接話し合う方が建設的。どうしても愚痴りたいなら、関係ない第三者に。大切な人の悪口は、言わない方がいいよ。,False
108,恋愛において嫉妬は愛情の証明じゃない。むしろ不安と執着の現れ。本当の愛は信頼から生まれる。相手を縛るんじゃなくて、信じて自由にさせる。それができない関係は長続きしない。嫉妬で苦しむより、自分に自信を持って、相手を信じる強さを身につけよう。それが健全な恋愛への第一歩だよ。,False
109,付き合いたての頃の写真見返すと切なくなるよね。あの頃のキラキラした関係に戻りたいって。でも関係が深まることと、ドキドキが減ることはセット。安心感が増えた分、刺激は減る。それは悪いことじゃない。大切なのは、新しい形の幸せを見つけること。昔を懐かしむより、今を大切にしよう。,False
110,「結婚はまだ考えられない」って言う彼氏と何年も付き合ってる女性、時間の無駄だよ。男は結婚したい時にする生き物。あなたとは結婚する気がないってこと。ダラダラ付き合って、婚期逃すくらいなら、新しい出会い探した方がいい。あなたの時間は貴重。無駄にしていい相手なんていないから。,False
111,好きバレしたくないからって素っ気ない態度とる人いるけど、それ逆効果。相手は脈なしだと思って離れていく。好きな気持ちは隠すものじゃなくて、伝えるもの。恥ずかしがってるうちに、他の人に取られちゃうよ。素直になることは弱さじゃなくて強さ。好きな人には好きって伝える勇気を持とう。,False
112,デートの誘いを「今度ね」「また今度」で済ます人、それ断ってるのと同じだから。本当に会いたいなら具体的な日程出すはず。曖昧な返事は相手を期待させるだけで残酷。はっきりNOと言えないのは優しさじゃない。相手の時間を無駄にしないためにも、正直な気持ちを伝えることが本当の優しさだよ。,False
113,彼女の見た目にダメ出しする男最低すぎ。太った痩せた、化粧が濃い薄い、服がダサい。そんなこと言う資格ある？完璧な見た目の人なんていない。外見じゃなくて中身を好きになったんじゃないの？見た目ばかり気にする男は、年取ったら捨てられる覚悟しとけ。本当の愛は、見た目が変わっても変わらないものだから。,False
114,恋愛がうまくいかない時期って誰にでもある。そういう時は無理に恋愛しなくていい。仕事に打ち込んだり、趣味を楽しんだり、自分の時間を大切に。恋愛だけが人生じゃない。充実した日々を送ってれば、自然と魅力的になって、良い出会いも訪れる。焦らず、自分のペースで進めばいいんだよ。,False
115,彼氏が友達優先で寂しいって悩んでる女子多い。でも友達も大切な存在だから、ある程度は理解してあげて。問題なのはバランス。いつも友達優先で、彼女は後回しなら問題。月に何回かは二人の時間を作るとか、妥協点を見つけることが大事。それができない男なら、付き合う意味を考え直した方がいいかも。,False
116,二人きりの時は優しいのに、友達の前だと冷たくなる彼氏いるよね。見栄っ張りで、友達に「尻に敷かれてる」って思われたくないんだろうけど、それ最低。どんな状況でも一貫して優しくできない男は偽物。本当に愛してたら、誰の前でも堂々と優しくできるはず。そんな男とは早めに別れた方がいいよ。,False
117,遠回しなアプローチしてるのに気づいてもらえないって悩む人いるけど、男は察する能力低いから直球で行った方がいい。「今度二人で会いたい」ってはっきり言えば伝わる。駆け引きとか遠回しな表現は、時間の無駄。ストレートに気持ちを伝える方が、結果的に良い関係築けるよ。,False
118,恋愛において犠牲と妥協は違う。相手のために自分を犠牲にするのは不健全。お互いが歩み寄って妥協点を見つけるのが健全。一方的に我慢してる関係は続かない。五分五分じゃなくても、七三くらいのバランスで、お互いが納得できる関係を目指そう。それができる相手が、本当のパートナーだよ。,False
119,「仕事と私どっちが大事？」って聞く女いるけど、それ比べるものじゃない。仕事も恋愛も両方大事。どっちか選べって言うのは、相手を困らせるだけ。大切なのは、限られた時間の中でどう優先順位をつけるか。理解し合って、支え合える関係を築くことが大事。二者択一じゃなくて、両立を目指そう。,False
120,SNSで幸せアピールしまくるカップルほど、実は問題抱えてたりする。本当に幸せな人は、わざわざアピールしなくても満たされてる。見せつけるための恋愛じゃなくて、二人が幸せならそれでいい。他人の目を気にしすぎると、本質を見失う。大切なのは、SNS映えじゃなくて、リアルな幸せだよ。,False
121,付き合う前に体の関係持っちゃうと、そのまま都合のいい関係になりやすい。男は手に入れたら満足する生き物。簡単に体許すと、大切にされない。自分の価値を安売りしないで。本当に好きなら、ちゃんと付き合ってからでも遅くない。焦らず、自分を大切にしてくれる人を見極めてから関係を深めよう。,False
122,彼氏のスマホの通知が気になって仕方ない人、それ病んでる証拠だよ。誰からのLINEか、何の通知か、いちいち気にしてたら疲れるだけ。信頼できないなら付き合う意味ない。疑い続ける関係より、安心できる関係の方が幸せ。不安の原因が彼にあるのか、自分の心にあるのか、一度考えてみて。,False
123,初デートで割り勘にされてショック受ける女子の気持ち分かる。でも割り勘=脈なしじゃないよ。対等な関係を望んでるのかも。大事なのは、お金じゃなくて気持ち。楽しい時間を過ごせたか、また会いたいと思えたか。金銭感覚も含めて、価値観が合うか確認するいい機会だと思えばいいよ。,False
124,恋愛において押しが強すぎるのも引きすぎるのもダメ。相手の反応見ながら、距離感調整することが大事。ガツガツ行きすぎると引かれるし、消極的すぎると気持ち伝わらない。相手のペースに合わせながら、少しずつ距離縮める。恋愛は相手あってのもの。独りよがりじゃなくて、二人で作っていくものだから。,False
125,彼女の誕生日忘れる男って何考えてるの？一年に一度の大切な日なのに。スマホのカレンダーに登録すればいいだけじゃん。忘れるってことは、それだけ優先順位が低いってこと。誕生日くらい覚えてくれる、当たり前のことを当たり前にできる男を選んでください。特別な日を大切にできない人は、日常も大切にできないから。,False
126,友達の恋愛がうまくいってる時に嫉妬しちゃう自分が嫌になる時あるよね。でも人と比べても意味ない。みんなそれぞれのタイミングがある。友達の幸せを素直に喜べる余裕を持とう。そういう前向きなエネルギーが、良い出会いを引き寄せる。嫉妬してる暇があったら、自分磨きに時間使った方が建設的だよ。,False
127,会話が続かないカップルって致命的。沈黙が心地いいならいいけど、気まずい沈黙は関係の終わりの始まり。話題がないなら、一緒に新しい経験すればいい。映画見たり、旅行行ったり、共通の話題作ろう。会話は関係の潤滑油。それがなくなったら、関係も錆びついていくよ。,False
128,恋愛で傷つくのが怖くて一歩踏み出せない人多い。でも傷つかない恋愛なんてない。傷ついて、癒えて、また恋して、その繰り返しで人は成長する。傷つくことを恐れて何もしないより、傷ついてでも挑戦する方が、人生は豊かになる。失敗は成功の母。恋愛も同じだよ。,False
129,彼氏が「お前のため」って言いながら束縛してくる時は要注意。それお前のためじゃなくて、自分の不安を解消したいだけ。本当に相手のことを思うなら、自由も尊重するはず。愛情と支配を勘違いしてる男とは、幸せになれない。愛は自由の中でこそ育つもの。縛られる関係より、信頼し合える関係を選ぼう。,False
130,告白して振られた後も普通に接してくれる人って本当に優しい。気まずくならないよう配慮してくれてる。でも振られた側は、その優しさが逆に辛かったりする。距離置きたいなら、正直に伝えていい。無理して友達のフリする必要ない。時間が必要なら、時間をもらおう。自分の心を大切にすることが一番大事だから。,False
131,結婚前提じゃないと付き合わないって言う人いるけど、それプレッシャーすぎない？最初から結婚決めてたら、恋愛の楽しさ半減する。まず相手を知って、一緒にいて幸せか確認して、それから結婚考えればいい。焦って結婚しても、後悔する可能性高い。恋愛は楽しむもの。プレッシャーに変えちゃダメだよ。,False
132,彼氏の過去の女性関係詮索する人いるけど、知ってどうするの？過去は変えられないし、今はあなたを選んでる。それで十分じゃない？過去にこだわってると、現在を楽しめない。大事なのは今と未来。過去の亡霊に振り回されるより、今の幸せを大切にしよう。,False
133,デートプラン全部彼氏に丸投げする女子いるけど、それ彼氏疲れるよ。たまには自分から提案してみて。行きたい場所、食べたいもの、やりたいこと。二人で計画立てる方が楽しいし、思い出にもなる。受け身ばかりじゃなくて、能動的に関係作っていこう。それが対等な関係への第一歩だよ。,False
134,浮気された時に「私のどこがダメだった？」って自分を責める人いるけど、浮気は100％する側が悪い。あなたに非はない。浮気する人は誰と付き合っても浮気する。自分を責めるエネルギーがあるなら、次はもっと誠実な人を見つけるために使おう。浮気されたのは、あなたの価値が低いからじゃないよ。,False
135,友達期間長すぎると恋愛に発展しにくいって言うけど、そんなことない。むしろ友達から始まった恋愛の方が長続きする。お互いをよく知ってるし、素を見せ合ってる。ただ、タイミングは大事。ずっと友達のままでいたら、相手も動けない。勇気出して、関係を前に進めてみて。,False
136,彼氏に依存してる自覚ある人は、今すぐ自立する努力した方がいい。彼氏がいないと生きていけないなんて、不健全すぎる。一人でも楽しめる趣味見つけて、友達との時間大切にして、自分の世界広げよう。依存は愛じゃない。自立した二人が選び合うのが、本当の愛だから。,False
137,恋愛相談で「その男やめとけ」って言われてムカつく気持ち分かる。でも冷静な第三者の意見は貴重。恋してる時は盲目になりがち。友達はあなたの幸せを願って言ってくれてる。一度立ち止まって、客観的に考えてみて。それでも好きなら続ければいい。でも友達の忠告は心に留めておこう。,False
138,付き合って3ヶ月で本性が見えるって本当だと思う。最初は猫かぶってても、だんだん素が出てくる。そこで幻滅するか、それでも好きでいられるか。3ヶ月目が最初の山場。乗り越えられたら、本物の関係に近づける。相手の欠点も含めて愛せるかが、長続きの鍵だよ。,False
139,彼氏の女友達全員敵視する人いるけど、それ疲れない？信頼関係があれば、友達の性別なんて関係ない。嫉妬して束縛するより、彼を信じて自分も自由に生きる方が健全。不安なら正直に伝えて、ルール決めればいい。疑い続ける関係より、信じ合える関係の方が幸せだよ。,False
140,恋愛において見た目が全てじゃないけど、清潔感は大事。高級ブランド着る必要はないけど、身だしなみは整えよう。第一印象で損するのもったいない。中身を知ってもらうためにも、まず外見で足切りされないようにしよう。自分を大切にしてる人は、見た目にも表れるものだから。,False
141,元カレからの連絡に一喜一憂してる人いるけど、復縁なんてほぼうまくいかないから期待しない方がいい。別れた理由が解決してないのに戻っても、また同じこと繰り返すだけ。過去に執着するより、新しい恋探した方が建設的。元カレは元カレ。過去の人にしがみつくより、未来の人を探しに行こう。,False
142,「彼女いるの？」って聞いたら「いないようなもん」って答える男、それ彼女いるから。本当にいないなら「いない」って言うはず。曖昧な返事する男は信用できない。はっきりしない男に時間使うより、シングルで誠実な男探した方がいい。グレーゾーンの男には関わらないのが一番だよ。,False
143,恋愛で年収とか学歴とか条件ばっかり見てる人は、本質を見失ってる。条件良くても性格悪かったら地獄。大事なのは一緒にいて心地いいか、価値観が合うか、尊敬できるか。スペックに惑わされず、人として好きになれる相手を選ぼう。条件は変わるけど、人柄は変わらないから。,False
144,彼氏がゲームばっかりで構ってくれないって悩む女子多い。趣味の時間も大切だけど、彼女も大切にしてほしいよね。バランスが大事。ゲームと彼女、どっちか選べじゃなくて、両立してほしい。それができない男は、結婚しても家庭より趣味優先するタイプ。早めに見極めた方がいいよ。,False
145,恋愛において駆け引きは必要って言う人いるけど、素直が一番だと思う。好きなら好きって言えばいいし、会いたいなら会いたいって言えばいい。駆け引きして疲れるより、素直になって楽になろう。本当に合う相手なら、駆け引きなんていらない。自然体でいられる関係が一番幸せだから。,False
146,デート中ずっとスマホいじってる人って最悪。目の前に相手いるのに、スマホの方が大事なの？SNSチェックなんて後でいいじゃん。デートの時間くらい、相手に集中しよう。スマホ依存の人と付き合っても、ずっと寂しい思いすることになる。リアルを大切にできる人を選んでね。,False
147,「男は浮気する生き物」とか一般化して語る人いるけど、浮気しない男もたくさんいる。自分の周りがそうだからって、全員そうだと思わないで。誠実な男を見つけられないのは、選ぶ基準が間違ってるかも。見た目や条件より、人柄重視で選んでみて。いい男は必ずいるから、諦めないで。,False
148,告白の返事を保留にされて待ってる時間って地獄だよね。でも急かしちゃダメ。相手も真剣に考えてくれてる証拠。期限は決めてもいいけど、プレッシャーかけすぎないように。待ってる間は自分の生活充実させて、相手のことばかり考えないようにしよう。どんな答えでも、前に進めるから大丈夫。,False
149,付き合ってもないのに嫉妬する人いるけど、それ相手からしたら重いだけ。権利もないのに束縛するなんて、ストーカー予備軍。好きな気持ちは分かるけど、一方的な感情押し付けちゃダメ。まず関係性を築くことから始めよう。嫉妬する前に、自分の立場を客観的に見ることが大事だよ。,False
150,恋愛において完璧を求めすぎる人は幸せになれない。相手も人間だから、失敗もするし、欠点もある。完璧じゃないからこそ、一緒に成長できる。減点方式じゃなくて加点方式で見よう。いいところを見つけて、感謝する。そうすれば、お互いがもっと良くなろうとする。完璧な関係より、成長できる関係を目指そう。,False
151,彼氏の態度が冷たくなったら「私何かした？」って聞く前に、一旦距離置いてみて。追いかけるほど逃げていく男もいる。放っておいたら向こうから連絡してくることもある。それでも変わらないなら、関係を見直すタイミングかも。必死にしがみつくより、自分の価値を理解してくれる人を探した方がいいよ。,False
152,マッチングアプリで会話続かない人多いけど、質問ばっかりしてない？尋問みたいな会話は疲れる。自分のことも話しながら、自然な会話を心がけよう。共通点見つけて、そこから話広げるのがコツ。ただ、頑張っても続かないなら相性が悪いだけ。次行こう次。アプリなんて数打ちゃ当たるものだから。,False
153,恋愛で自分を見失う人の特徴は、相手の色に染まりすぎること。好きな人の趣味に合わせて、友達関係も変えて、自分らしさを消していく。それじゃ相手も息苦しくなる。恋愛しても自分は自分。相手と調和しながらも、個性は大切にしよう。自分を持ってる人の方が魅力的に見えるものだよ。,False
154,彼女の料理にケチつける男いるけど、じゃあ自分で作れよって話。作ってもらって文句言うなんて最低。完璧じゃなくても、作ってくれた気持ちが大事でしょ。感謝もできない男と結婚したら地獄。料理の腕前より、思いやりの心を評価してくれる人を選んでください。,False
155,遠距離恋愛から浮気に発展するパターン多いけど、距離のせいにしちゃダメ。浮気する人は近くにいても浮気する。信頼できない相手と遠距離なんて、時間の無駄。会えない時間をどう過ごすかで、その人の本質が分かる。遠距離を言い訳にする人は、最初から本気じゃなかったってことだよ。,False
156,恋人の親に会うのが怖いって人多いけど、素の自分を見せればいい。取り繕っても長続きしない。大切なのは、彼（彼女）を大切にしてることが伝わること。完璧な人間演じる必要ない。誠実さと思いやりがあれば、きっと受け入れてもらえる。緊張するのは当たり前。でも怖がることはないよ。,False
157,付き合ってすぐ同棲したがる人いるけど、ちょっと待って。お互いをもっと知ってからでも遅くない。同棲始めたら簡単には解消できない。デートで見せる顔と、生活で見せる顔は違う。焦らず、段階踏んで関係深めていこう。同棲は結婚の予行練習。軽い気持ちで始めるものじゃないよ。,False
158,SNSで元カレの悪口書く人いるけど、それあなたの品位下げるだけ。どんなに腹立っても、公の場で悪口言うのはNG。見てる人は「この人も同レベル」って思う。悔しい気持ちは友達に聞いてもらって、SNSはポジティブな投稿だけにしよう。過去の恨みより、未来の幸せにフォーカスして。,False
159,好きな人に好きな人がいるって知った時の絶望感、めっちゃ分かる。でも相手が幸せならそれでいいって思えるのが本当の愛かも。無理に割り込もうとしても、誰も幸せにならない。潔く身を引いて、新しい恋探そう。執着は愛じゃない。手放すことも愛の形だよ。,False
160,デートの度に遅刻する人って時間にルーズすぎ。5分10分ならまだしも、30分以上は論外。相手の時間を尊重できない人は、相手自体も尊重できない。時間は命の一部。それを無駄にさせる人と一緒にいても、ストレス溜まるだけ。時間を大切にしてくれる人を選んでください。,False
161,彼氏に大切にされてないって感じたら、まず自分が自分を大切にしてるか考えてみて。自己肯定感低いと、雑な扱い受けても我慢しちゃう。自分の価値を理解して、それに見合う扱いを求めていい。安売りしないで。あなたはもっと大切にされるべき存在。それを忘れないで、堂々と生きていこう。,False
162,結婚の話になると逃げる彼氏いるけど、それ結婚する気ないサインだよ。本気で将来考えてるなら、逃げずに話し合うはず。「まだ早い」を何年も言い続ける男とは、時間の無駄。あなたの人生の時間は貴重。待ち続けて婚期逃すより、真剣に向き合ってくれる人探した方がいい。,False
163,恋愛で疲れた時は、無理に次の恋探さなくていい。充電期間も必要。自分と向き合って、何が原因で疲れたのか分析しよう。同じパターン繰り返さないために、学ぶ時間も大切。恋愛お休み期間があったっていい。焦らず、心が回復してから、また新しいスタート切ればいいんだよ。,False
164,彼女のSNSチェックして、男友達にいいねしただけで怒る彼氏いるけど、それ病的な嫉妬。SNSなんて社交の場。いいねくらいで騒ぐなんて器小さすぎ。そんな監視されるような関係、息苦しいだけ。信頼と自由がある関係じゃないと、お互い疲れる。束縛じゃなくて、信頼で繋がろう。,False
165,告白する勇気が出ないって人多いけど、後悔するのは告白しなかった時だけ。振られても「挑戦した自分えらい」って思える。でも告白しなかったら一生「もしかしたら」って引きずる。勇気は一瞬、後悔は一生。今がそのタイミングだと思ったら、思い切って伝えてみて。,False
166,デート代問題でモメるカップル多いけど、大事なのは金額じゃなくて気持ち。高級レストランじゃなくても、相手のこと考えて選んでくれたなら嬉しい。逆に高い店でも、適当に選ばれたら冷める。お金の使い方に人柄が出る。ケチと節約は違う。相手を喜ばせることに使えるかが重要だよ。,False
167,恋愛依存から抜け出したいなら、まず自分の生活を充実させること。仕事、趣味、友達、家族。恋愛以外の柱を作ろう。恋愛が人生の全てになると、失った時に立ち直れない。バランスの取れた生活してる人の方が、結果的にいい恋愛もできる。依存じゃなくて、自立した上での恋愛を目指そう。,False
168,彼氏が他の女の話ばかりする時は要注意。比較されてるか、気を引こうとしてるか、どっちにしても良くない。本当に大切に思ってたら、他の女の話なんてしない。あなたの前では、あなたが主役であるべき。そんな当たり前のことも分からない男とは、早めにさよならした方がいいよ。,False
169,恋愛において第一印象は大事だけど、それが全てじゃない。最初は興味なくても、知っていくうちに好きになることもある。逆に一目惚れしても、中身知って冷めることも。大切なのは、時間かけて相手を知ること。表面だけで判断せず、じっくり向き合ってみて。意外な発見があるかもよ。,False
170,別れを切り出されて「もう一回チャンスください」って言いたくなる気持ち分かる。でも相手が決めたなら、潔く受け入れた方がいい。しがみついても惨めになるだけ。プライド持って、前を向こう。終わりは新しい始まり。もっと素敵な人との出会いが待ってる。過去より未来を見よう。,False
171,恋愛で一番ダメなのは、相手のポテンシャルに期待すること。「いつか変わってくれる」「結婚したら変わる」そんな期待は裏切られる。人は簡単に変わらない。今の相手をそのまま受け入れられないなら、付き合わない方がいい。期待じゃなくて、現実を見て判断しよう。それが幸せへの近道だよ。,False
172,彼氏の友達の彼女と比べちゃう時あるよね。向こうの方がプレゼント豪華だったり、旅行よく行ってたり。でも見えてる部分が全てじゃない。どのカップルも問題抱えてる。比較して落ち込むより、自分たちの幸せ見つけよう。他人の幸せと自分の幸せは違う。比較は不幸の始まりだよ。,False
173,「重い」って言われるのが怖くて、本音言えない人多い。でも本音を受け止めてくれない相手と付き合う意味ある？愛情表現を重いって感じる人は、愛情のキャパが小さいだけ。あなたの愛を全部受け止めて、同じだけ返してくれる人がいる。我慢しないで、素直になれる相手を選ぼう。,False
174,付き合って1ヶ月で「愛してる」って言う男には気をつけて。そんな短期間で愛なんて育たない。それは恋愛感情の高まりか、都合のいい言葉使ってるだけ。本当の愛は時間かけて育むもの。軽々しく愛を語る男より、行動で示してくれる男を選んでください。言葉より行動を見よう。,False
175,友達の元カレと付き合うのはアリかナシか。正直、友情壊す覚悟がないならやめた方がいい。どんなに好きでも、友達を傷つけてまで得る幸せは本物じゃない。世の中には他にも素敵な人がたくさんいる。わざわざ複雑な関係選ばなくても、もっとシンプルに幸せになれる道があるはず。,False
176,デートで店員に横柄な態度取る人は要注意。それが本性だから。今は優しくても、付き合いが長くなったらあなたにもそういう態度取るようになる。人として尊重できない人は、パートナーも尊重できない。店員さんへの態度は、その人の人間性を見る重要なポイントだよ。,False
177,恋愛がうまくいかない時期は、自分磨きのチャンス。外見も内面もレベルアップする時間。新しいこと始めたり、資格取ったり、自己投資しよう。魅力的な自分になれば、自然といい出会いも訪れる。恋愛だけに執着せず、自分の成長にフォーカス。それが結果的に素敵な恋愛に繋がるから。,False
178,彼氏が忙しいを理由に会ってくれない時、本当に忙しいのか、優先順位が低いのか見極めが大事。本当に大切に思ってたら、5分でも時間作るはず。「忙しい」は便利な言い訳。行動を見れば本心が分かる。言葉に騙されず、行動で判断しよう。大切にされてないなら、離れる勇気も必要。,False
179,恋愛において嘘は絶対ダメ。小さな嘘も積み重なれば信頼崩壊する。バレないと思ってる嘘も、いつか必ずバレる。正直に話して怒られる方が、嘘がバレて信頼失うよりマシ。誠実さは恋愛の基本。嘘つく相手とは幸せになれない。正直でいられる関係を大切にしよう。,False
180,別れた直後のSNS投稿には気をつけて。「新しいスタート！」とか前向きアピールしても、見る人は見てる。無理にポジティブ装わなくていい。辛い時は辛いでいい。SNSで見栄張るより、リアルで自分と向き合う方が大切。本当に立ち直ってから、自然と前向きな投稿ができるようになるから。,False
181,付き合う前の段階で「今は恋愛する気分じゃない」って言う人いるけど、それ脈なしのサインだから諦めて。本当に好きな人が現れたら、恋愛する気分とか関係なく動くもの。都合のいい言い訳に惑わされないで。はっきり断れない優柔不断な人に時間使うより、次行った方がいいよ。,False
182,彼女の体型にダメ出しする男マジで最低。太った痩せた胸が小さい、そんなこと言う資格ある？自分は完璧な体型なの？人の見た目批判する前に、自分の性格直せ。体型なんて変わるもの。でも思いやりのない性格は一生治らない。見た目じゃなくて中身を愛してくれる人を選ぼう。,False
183,恋愛相談を異性にする時は要注意。相談してるうちに距離が縮まって、気づいたら好きになってるパターンある。特に彼氏の愚痴を他の男に言うのは危険。優しく聞いてくれる男に心が動きやすい。相談するなら同性の友達か、恋愛対象にならない相手にしよう。境界線は大切だよ。,False
184,初デートで高級店連れてく男、見栄っ張りの可能性あり。本当に余裕ある人は、無理しない範囲で楽しませてくれる。背伸びしてる関係は長続きしない。身の丈に合った付き合いができる人の方が、将来性ある。金銭感覚って大事。最初から無理してる人とは、後々苦労することになるよ。,False
185,恋愛において沈黙を恐れる必要はない。無理に会話続けようとして、つまらない話するより、心地いい沈黙の方がいい。本当に相性いい相手とは、黙ってても気まずくない。沈黙も含めて楽しめる関係が理想。喋り続けなきゃいけない関係は疲れる。自然体でいられる相手を見つけよう。,False
186,彼氏のインスタのフォロワーチェックして、可愛い子いたら嫉妬する人いるけど、それやめた方がいい。SNSなんて表面的な繋がり。そんなことで一喜一憂してたら身が持たない。大事なのはリアルな関係。SNSに振り回されず、目の前の彼との時間を大切にしよう。,False
187,デートの約束すっぽかされた時の対応で、その人の本性が分かる。謝罪もなく、言い訳ばかりする人は論外。誠実な人は、きちんと謝って埋め合わせしようとする。一度のミスは許せても、繰り返すなら見限っていい。時間を大切にしてくれない人とは、未来もないから。,False
188,恋愛で年齢気にしすぎる人多いけど、大事なのは実年齢じゃなくて精神年齢。若くても大人な人いるし、年取っても子供な人いる。年齢だけで判断して、いい出会い逃すのもったいない。フラットな目で相手を見て、中身で判断しよう。年齢は数字でしかないよ。,False
189,彼氏が「お前のために言ってる」って言いながら否定ばかりしてくる時は要注意。それモラハラの始まり。本当にあなたのためを思うなら、傷つけない言い方するはず。否定じゃなくて、提案や応援をしてくれる人が本当にあなたのためを思ってる人。言葉の暴力も暴力だよ。,False
190,失恋して「もう恋愛なんてしない」って思う時あるよね。でもそれは今だけ。時間が経てば、また誰かを好きになる。人間はそうやってできてる。今は信じられなくても、必ず立ち直れる。傷ついた分だけ強くなれるし、次はもっといい恋愛ができる。諦めないで、自分のペースで進んでいこう。,False
191,恋愛で駆け引きばっかりしてる人いるけど、それ疲れない？好きなら好きって言えばいいし、会いたいなら会いたいって言えばいい。素直になれない関係なんて、長続きしない。駆け引きで釣った相手は、駆け引きでしか繋ぎ止められない。最初から素直でいた方が、本当に合う人と出会えるよ。,False
192,彼氏の部屋が汚すぎて引く時あるよね。服は脱ぎっぱなし、ゴミは散乱、皿は洗ってない。そんな人と結婚したら、家事全部押し付けられる未来が見える。生活力ない男は要注意。一人暮らしでちゃんとできない人は、結婚してもできない。部屋の状態は心の状態。清潔感は大事だよ。,False
193,好きな人からLINE既読スルーされて落ち込む気持ち分かる。でも既読スルー＝脈なしじゃないよ。忙しいかもしれないし、返信に悩んでるかもしれない。数日待ってみて、それでも返事なかったら、軽い内容送ってみて。しつこくならない程度に。ダメなら次行こう。執着は禁物だよ。,False
194,恋愛において外見と中身どっちが大事かって議論あるけど、両方大事。外見で興味持って、中身で好きになる。それが普通の流れ。ただ、外見は変えられるけど、性格は変えにくい。だから長期的には中身の方が重要。でも最低限の清潔感は必要。バランスが大切だよ。,False
